"""Exploding Kittens"" Blows Up Kickstarter Records",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/ZDyKiKZXxsM/story01.htm,"The Register reports that the crowdfunded Exploding Kittens card game from Oatmeal (and Tesla museum fund-raiser) Matthew Inman, along with X-box veterans Elan Lee and Shane Small, has become the highest-grossing game project yet on Kickstarter. After an intensive fundraising campaign, the trio collected $8.78m from 219,382 backers to launch the game. This breaks the record for the largest ever Kickstarter game project, previously held by hackable Android gaming console Ouya. According to the blurb on Exploding Kittens' (now closed) Kickstarter page, players ""take turns drawing cards until someone draws an exploding kitten and loses the game.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=%22Exploding+Kittens%22+Blows+Up+Kickstarter+Records%3A+http%3A%2F%2Fbit.ly%2F17JlBo1""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fgames.slashdot.org%2Fstory%2F15%2F02%2F22%2F1752252%2Fexploding-kittens-blows-up-kickstarter-records%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://games.slashdot.org/story/15/02/22/1752252/exploding-kittens-blows-up-kickstarter-records?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://games.slashdot.org/story/15/02/22/1752252/exploding-kittens-blows-up-kickstarter-records?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7000871&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/43ac98fc/sc/21/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/222166438928/u/49/f/647410/c/35028/s/43ac98fc/sc/21/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166438928/u/49/f/647410/c/35028/s/43ac98fc/sc/21/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166438928/u/49/f/647410/c/35028/s/43ac98fc/sc/21/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166438928/u/49/f/647410/c/35028/s/43ac98fc/sc/21/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166438928/u/49/f/647410/c/35028/s/43ac98fc/sc/21/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166438928/u/49/f/647410/c/35028/s/43ac98fc/sc/21/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/222166438928/u/49/f/647410/c/35028/s/43ac98fc/sc/21/a2.htm""><img src=""http://da.feedsportal.com/r/222166438928/u/49/f/647410/c/35028/s/43ac98fc/sc/21/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/222166438928/u/49/f/647410/c/35028/s/43ac98fc/sc/21/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/ZDyKiKZXxsM"" height=""1"" width=""1"" alt=""""/>"
"A Star Passed Through the Solar System Just 70,000 Years Ago (Universe Today)",http://news.feedzilla.com/en_us/stories/science/422129070?client_source=api&format=json,"Astronomers have reported the discovery of a star that passed within the outer
reaches of our Solar System just 70,000 years ago, when early humans were
beginning to take a foothold here on Earth. The stellar flyby was likely close
enough to have influenced the orbits of comets in the outer Oort Cloud, but
Neandertals […]

"
Al-Shabaab Video Threat Means Heightened Security at Mall of America,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/0vLCneRv4TM/story01.htm,"Reuters and other news outlets carry the news that the Minnesota's gigantic Mall of America is under heightened security after a video threat posted online by terrorist group Al-Shabaab. Also at CNN and CBS News. According to Reuters' version of the story: The U.S. homeland security chief said on Sunday he takes seriously a threat made by Somali-based Islamist militants against shopping malls, including the Mall of America in Minnesota, and urged people going there to be careful. Homeland Security Secretary Jeh Johnson was reacting to a video released by al Shabaab appearing to call for attacks on Western shopping areas, specifically mentioning Mall of America, the West Edmonton Mall in Canada and London's Oxford Street. ... Mall officials issued a statement about the threat made by the group, saying they are monitoring events with the help of federal, state and local law enforcement agencies. ""Mall of America has implemented extra security precautions, some may be noticeable to guests, and others won&rsquo;t be,"" the officials said.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Al-Shabaab+Video+Threat+Means+Heightened+Security+at+Mall+of+America%3A+http%3A%2F%2Fbit.ly%2F1D7qHG3""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fyro.slashdot.org%2Fstory%2F15%2F02%2F22%2F1540240%2Fal-shabaab-video-threat-means-heightened-security-at-mall-of-america%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://yro.slashdot.org/story/15/02/22/1540240/al-shabaab-video-threat-means-heightened-security-at-mall-of-america?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://yro.slashdot.org/story/15/02/22/1540240/al-shabaab-video-threat-means-heightened-security-at-mall-of-america?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7000615&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/43abfe24/sc/7/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/222166436707/u/49/f/647410/c/35028/s/43abfe24/sc/7/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166436707/u/49/f/647410/c/35028/s/43abfe24/sc/7/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166436707/u/49/f/647410/c/35028/s/43abfe24/sc/7/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166436707/u/49/f/647410/c/35028/s/43abfe24/sc/7/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166436707/u/49/f/647410/c/35028/s/43abfe24/sc/7/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166436707/u/49/f/647410/c/35028/s/43abfe24/sc/7/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/222166436707/u/49/f/647410/c/35028/s/43abfe24/sc/7/a2.htm""><img src=""http://da.feedsportal.com/r/222166436707/u/49/f/647410/c/35028/s/43abfe24/sc/7/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/222166436707/u/49/f/647410/c/35028/s/43abfe24/sc/7/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/0vLCneRv4TM"" height=""1"" width=""1"" alt=""""/>"
An Evidence-Based Approach To Online Dating,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/KTOn4yI72Xg/story01.htm,"HughPickens.com writes Rachel Nuwer writes in the NYT that Dr. Sameer Chaudhry's online dating persona was garnering no response from the women he reached out to so he synthesized 86 literature studies on the subject of online dating in the fields of psychology, sociology, and computer, behavioral, and neurocognitive sciences.in hopes of improving his odds. As it turns out, success begins with picking a user name. While men are drawn to names linked to physical traits (e.g., Cutie), the researchers found, women prefer ones that indicate intelligence (e.g., Cultured). Both sexes respond well to playful names (e.g. Fun2bwith) and shy away from ones with negative connotations (e.g., Bugg). User names that begin with letters from the first half of the alphabet do better than those from the latter half. ""As human beings, we have a tendency to give things at the top of a pile more value,"" says Khan. As for your profile photo, pick a photo with a genuine smile, one that crinkles the eyes, and with a slight head tilt (it's linked to attractiveness). And if you're looking for a male partner, go for that photo of you in siren red&mdash;a color that enhances men's attraction to women. ""For those attracted to browse into the profile, a description of personal traits increased likeability when it: showed who the dater was and what they were looking for in a 70:30 ratio; stayed close to reality; and employed simple language with humor added. Invitations were most successful in obtaining a response from the potential date when they: were short personalized messages addressing a trait in their profile; rhymed with their screen name or headline message; and extended genuine compliments."" And finally, don't wait too long before arranging a face to face meeting.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=An+Evidence-Based+Approach+To+Online+Dating%3A+http%3A%2F%2Fbit.ly%2F1Fe5ABz""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F15%2F02%2F22%2F0116219%2Fan-evidence-based-approach-to-online-dating%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/15/02/22/0116219/an-evidence-based-approach-to-online-dating?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/15/02/22/0116219/an-evidence-based-approach-to-online-dating?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6999527&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/43ab17d9/sc/8/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/222166397264/u/49/f/647410/c/35028/s/43ab17d9/sc/8/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166397264/u/49/f/647410/c/35028/s/43ab17d9/sc/8/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166397264/u/49/f/647410/c/35028/s/43ab17d9/sc/8/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166397264/u/49/f/647410/c/35028/s/43ab17d9/sc/8/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166397264/u/49/f/647410/c/35028/s/43ab17d9/sc/8/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166397264/u/49/f/647410/c/35028/s/43ab17d9/sc/8/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/222166397264/u/49/f/647410/c/35028/s/43ab17d9/sc/8/a2.htm""><img src=""http://da.feedsportal.com/r/222166397264/u/49/f/647410/c/35028/s/43ab17d9/sc/8/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/222166397264/u/49/f/647410/c/35028/s/43ab17d9/sc/8/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/KTOn4yI72Xg"" height=""1"" width=""1"" alt=""""/>"
Apple To Invest $2B Building Green Data Centers In Ireland and Denmark,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/ToUofexQYH0/story01.htm,"stephendavion writes Amid deeper investigations into how Apple may be using its operations in Ireland as a means for tax avoidance on tens of billions of dollars in profit, the iPhone maker has announced that it will spend nearly $2 billion (&euro;1.7 billion) to develop two new 100% renewable energy data centers in Europe. The centers &mdash; which will use wind power and other green fuel sources &mdash; will be located in Athenry, Ireland, and Viborg, Denmark. Apple said that they will power services such as apps in the App Store, Siri and iMessage. Both locations will run on 100 percent renewable energy and Apple said they will have the 'lowest environmental impact' of its data centers thus far. It will also be following in the footsteps of companies like Facebook, which has also built sustainable data center operations out in Europe.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Apple+To+Invest+%242B+Building+Green+Data+Centers+In+Ireland+and+Denmark%3A+http%3A%2F%2Fbit.ly%2F17MZg99""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fapple.slashdot.org%2Fstory%2F15%2F02%2F23%2F1259258%2Fapple-to-invest-2b-building-green-data-centers-in-ireland-and-denmark%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://apple.slashdot.org/story/15/02/23/1259258/apple-to-invest-2b-building-green-data-centers-in-ireland-and-denmark?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://apple.slashdot.org/story/15/02/23/1259258/apple-to-invest-2b-building-green-data-centers-in-ireland-and-denmark?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7004135&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/43b3a688/sc/21/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/a2.htm""><img src=""http://da.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/222166430431/u/49/f/647410/c/35028/s/43b3a688/sc/21/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/ToUofexQYH0"" height=""1"" width=""1"" alt=""""/>"
Ars: SSL-Busting Code That Threatened Lenovo Users Found In a Dozen More Apps,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/Qwb04EVZM1Y/story01.htm,"Ars Technica reports on the continuing revelations about the same junkware that Lenovo has shipped on their computers, but which is known now to be present in at least 14 pieces of software. The list of software known to use the same HTTPS-breaking technology recently found preinstalled on Lenovo laptops has risen dramatically with the discovery of at least 12 new titles, including one that's categorized as a malicious trojan by a major antivirus provider. ... What all these applications have in common is that they make people less secure through their use of an easily obtained root CA [certificate authority], they provide little information about the risks of the technology, and in some cases they are difficult to remove,"" Matt Richard, a threats researcher on the Facebook security team, wrote in Friday's post. ""Furthermore, it is likely that these intercepting SSL proxies won't keep up with the HTTPS features in browsers (e.g., certificate pinning and forward secrecy), meaning they could potentially expose private data to network attackers. Some of these deficiencies can be detected by antivirus products as malware or adware, though from our research, detection successes are sporadic.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ars%3A+SSL-Busting+Code+That+Threatened+Lenovo+Users+Found+In+a+Dozen+More+Apps%3A+http%3A%2F%2Fbit.ly%2F1EkxBtn""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fit.slashdot.org%2Fstory%2F15%2F02%2F22%2F2236231%2Fars-ssl-busting-code-that-threatened-lenovo-users-found-in-a-dozen-more-apps%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://it.slashdot.org/story/15/02/22/2236231/ars-ssl-busting-code-that-threatened-lenovo-users-found-in-a-dozen-more-apps?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://it.slashdot.org/story/15/02/22/2236231/ars-ssl-busting-code-that-threatened-lenovo-users-found-in-a-dozen-more-apps?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=7001227&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/43adaa5c/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/222166402596/u/49/f/647410/c/35028/s/43adaa5c/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166402596/u/49/f/647410/c/35028/s/43adaa5c/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166402596/u/49/f/647410/c/35028/s/43adaa5c/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166402596/u/49/f/647410/c/35028/s/43adaa5c/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166402596/u/49/f/647410/c/35028/s/43adaa5c/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166402596/u/49/f/647410/c/35028/s/43adaa5c/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/222166402596/u/49/f/647410/c/35028/s/43adaa5c/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/222166402596/u/49/f/647410/c/35028/s/43adaa5c/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/222166402596/u/49/f/647410/c/35028/s/43adaa5c/sc/4/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/Qwb04EVZM1Y"" height=""1"" width=""1"" alt=""""/>"
Ask Slashdot: Parental Content Control For Free OSs?,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/j4MtTXwV_5A/story01.htm,"m.alessandrini writes Children grow up, and inevitably they will start using internet and social networks, both for educational and recreational purposes. And it won't take long to them to learn to be autonomous, especially with all the smartphones and tablets around and your limited time. Unlike the years of my youth, when internet started to enter our lives gradually, now I'm afraid of the amount of inappropriate contents a child can be exposed to unprepared: porn, scammers, cyberbullies or worse, are just a click away. For Windows many solutions claim to exist, usually in form of massive antivirus suites. What about GNU/Linux? Or Android? Several solutions rely on setting up a proxy with a whitelist of sites, or similar, but I'm afraid this approach can make internet unusable, or otherwise be easy to bypass. Have you any experiences or suggestions? Do you think software solutions are only a part of the solution, provided children can learn hacking tricks better than us, and if so, what other 'human' techniques are most effective?<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ask+Slashdot%3A+Parental+Content+Control+For+Free+OSs%3F%3A+http%3A%2F%2Fbit.ly%2F17nbSnB""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fask.slashdot.org%2Fstory%2F15%2F02%2F22%2F0150209%2Fask-slashdot-parental-content-control-for-free-oss%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://ask.slashdot.org/story/15/02/22/0150209/ask-slashdot-parental-content-control-for-free-oss?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://ask.slashdot.org/story/15/02/22/0150209/ask-slashdot-parental-content-control-for-free-oss?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6999567&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/43aa6a3f/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/222166394863/u/49/f/647410/c/35028/s/43aa6a3f/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166394863/u/49/f/647410/c/35028/s/43aa6a3f/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166394863/u/49/f/647410/c/35028/s/43aa6a3f/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166394863/u/49/f/647410/c/35028/s/43aa6a3f/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/222166394863/u/49/f/647410/c/35028/s/43aa6a3f/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/222166394863/u/49/f/647410/c/35028/s/43aa6a3f/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/222166394863/u/49/f/647410/c/35028/s/43aa6a3f/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/222166394863/u/49/f/647410/c/35028/s/43aa6a3f/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/222166394863/u/49/f/647410/c/35028/s/43aa6a3f/sc/4/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/j4MtTXwV_5A"" height=""1"" width=""1"" alt=""""/>"
"Baby formula poses higher arsenic risk to newborns than breast milk, Dartmouth study shows (Eurekalert)",http://news.feedzilla.com/en_us/stories/science/422462592?client_source=api&format=json,"(_Dartmouth College_) In the first US study of urinary arsenic in babies,
Dartmouth College researchers found that formula-fed infants had higher
arsenic levels than breast-fed infants, and that breast milk itself contained
very low arsenic concentrations.

"
Better Home Insulation Needed to Ward Off Chemical Exposure (Scientific American),http://news.feedzilla.com/en_us/stories/science/422114264?client_source=api&format=json,"Alternatives to methylene diphenyl diisocyanate are more expensive but perhaps
safer for your lungs and more


-- Read more on ScientificAmerican.com

"
Beware the Beagle (New York Times),http://news.feedzilla.com/en_us/stories/science/422174425?client_source=api&format=json,"The breed, driven by a strong sense of smell, will eat almost anything. Good
luck with housetraining.

"
